listing_id,City,n_chars,n_reviews_concatenated
1331531866430874487,Nashville,3034,13
1331554918517674544,Los Angeles,478,1
1331564888162848744,Los Angeles,499,2
1331565171579105629,Hawaii,1959,10
1331573796924241379,Hawaii,3148,13
1331632035977030333,New York,1554,8
1331656322523122781,Hawaii,620,2
1331677754231113186,Los Angeles,3971,16
13316784,Los Angeles,1687,5
1331690442501654882,Los Angeles,6135,29
13316991,Los Angeles,40207,219
1331705709810435989,Los Angeles,3358,23
13317650,New York,10350,42
13318584,San Francisco,102055,333
1331875993958194278,Los Angeles,274,1
1331927749957749127,Hawaii,600,2
1331942365342397843,Los Angeles,1886,8
1332004859580760982,Los Angeles,252,1
1332006759500783702,Los Angeles,5022,22
1332011807658579074,Hawaii,3357,7
1332015859761941472,Los Angeles,345,1
1332017775130677855,Los Angeles,670,2
1332019206230554633,Nashville,64,2
1332019627403212090,Los Angeles,413,2
1332024868796687785,Los Angeles,1795,9
1332029179128133136,Nashville,7374,23
1332043161744017734,Nashville,2901,18
1332043186392427860,Nashville,1110,4
1332045113783180134,Nashville,4711,19
1332057892402404960,Los Angeles,56,1
1332076703827746562,Los Angeles,3470,17
1332079613281791736,Hawaii,454,3
1332084310365015466,San Francisco,139,1
1332101979510443575,Los Angeles,767,5
1332109404068586349,Los Angeles,137,1
1332110390454887053,Hawaii,659,3
1332112252861823272,Los Angeles,547,3
1332115403664971149,Los Angeles,815,9
1332119476829817642,Los Angeles,255,1
1332135545544871670,Los Angeles,1968,7
1332169099651329086,Hawaii,805,3
1332171702909552036,Hawaii,6858,22
1332174195010882776,Los Angeles,3354,19
1332179631372766625,Los Angeles,825,3
1332192911450694627,Los Angeles,804,6
1332212564648196625,Los Angeles,6126,33
1332216516135855731,Los Angeles,7888,31
1332222223826051978,Los Angeles,1078,3
1332238040129044687,Los Angeles,148,1
1332263867101854231,Los Angeles,493,3
1332287276730074204,Hawaii,3597,7
1332289970262757039,Los Angeles,284,2
1332302689679625628,Hawaii,350,1
1332309,Hawaii,65651,156
1332328040814343892,Los Angeles,1247,12
1332337340807064530,Los Angeles,171,1
1332413592473393956,Los Angeles,3720,19
1332473,New York,2246,10
1332474072537014989,Los Angeles,3632,12
13324754,Los Angeles,169702,672
13324960,Hawaii,95891,364
1332654136163202196,Los Angeles,452,2
1332671922251601251,Hawaii,7538,32
1332672423075820166,Los Angeles,11117,31
1332728,Los Angeles,10930,35
1332741001865214290,Los Angeles,39,1
1332757608695172881,Los Angeles,417,1
1332792539185571756,Hawaii,1895,6
1332822594102495686,Hawaii,263,2
1332823506718236066,New York,1675,3
1332846604640009851,Los Angeles,391,3
1332847737458062714,Los Angeles,5156,19
13328547,Hawaii,16438,48
13328702,Hawaii,23711,80
1332889831349518084,New York,1043,3
1332898304335258756,Los Angeles,3907,17
1332904378195284544,Los Angeles,4168,7
13329215,Hawaii,11168,35
1332922746745732220,New York,508,4
1332967643025347798,Los Angeles,1434,12
1332975977688536730,Los Angeles,576,4
1332996077401653480,Los Angeles,206,1
1333025581134344750,Los Angeles,131,1
1333037924412372515,Los Angeles,991,8
1333071014696885823,Los Angeles,116,1
1333095525921694706,Hawaii,1830,2
1333101015544305777,Los Angeles,303,4
1333268675438835113,New York,36955,152
1333335693524083249,New York,714,3
1333345806049992089,Los Angeles,3715,20
1333352992674228741,Los Angeles,1285,7
1333361828402340644,Nashville,594,6
1333381214079468264,Los Angeles,2595,11
1333383648975835964,Los Angeles,731,1
1333400345191601375,New York,302,1
1333402088018494764,Los Angeles,1797,9
1333409946890995778,Nashville,3747,9
13334121,Hawaii,66102,197
1333414097169537104,Los Angeles,618,4
1333428991923160909,Los Angeles,1030,7
13334292,Los Angeles,92676,317
1333434773167903630,Los Angeles,5554,22
1333462397805090844,Nashville,12388,30
1333465565598309761,New York,4762,26
1333477294934571356,Hawaii,3169,17
1333477355239025760,Los Angeles,4059,13
1333479064592343142,Nashville,695,7
1333487771535531397,Los Angeles,2717,10
1333493676309432572,Los Angeles,3487,7
1333509291359194197,Hawaii,1077,3
1333516717751510224,New York,10688,41
1333526311333789519,Nashville,2549,13
1333530249978785416,Nashville,4355,15
1333530369794975809,Los Angeles,542,4
1333530926323209202,Nashville,6175,20
1333531584222172060,Nashville,4001,19
1333532209608410935,Nashville,5467,16
1333532858819344417,Nashville,2353,12
1333533432165153186,Nashville,2542,13
1333533903354254410,Nashville,1245,7
1333538706768722847,Los Angeles,1398,8
1333541037685619319,Los Angeles,2279,7
1333578161694288586,Los Angeles,1537,7
1333579346469813484,Hawaii,1951,4
1333586821435647402,Hawaii,1393,5
1333587138652528160,Los Angeles,7894,30
1333598108076583379,Hawaii,2852,9
1333603696666636715,Los Angeles,74,1
1333607196893930872,Los Angeles,73,1
1333611945537439513,New York,7387,22
1333649275775475732,Los Angeles,533,4
1333658969178988445,Nashville,3848,18
1333662128979426107,Los Angeles,129,2
1333662645175430727,Los Angeles,8150,30
1333690566185367256,Los Angeles,491,1
1333697644778109378,Los Angeles,1694,5
1333714714683313986,Los Angeles,4348,20
1333727687091362612,San Francisco,426,1
1333738450264821476,Los Angeles,5170,27
1333991290785011148,Hawaii,535,4
1334019310284549144,Los Angeles,9186,36
1334056686573876361,San Francisco,610,1
1334087924558669327,Los Angeles,1620,6
1334108224479171989,Nashville,4684,25
1334110039371933074,Nashville,3558,20
1334124407332460369,New York,91,1
1334148794440151857,Los Angeles,568,3
1334155625630451358,Los Angeles,37,1
1334161476929018766,Nashville,3936,20
1334164546933542246,Los Angeles,98,1
1334166243679266801,Los Angeles,10415,53
1334171816341460120,Los Angeles,2216,11
1334196351753655855,San Francisco,1056,2
1334198601292572960,San Francisco,1209,8
1334233091829566258,Hawaii,1719,8
1334248676066962207,Los Angeles,1099,4
1334253563503252398,Hawaii,4099,8
1334254425708861830,Los Angeles,793,5
1334278895910652098,Los Angeles,2742,6
1334298935658471083,Los Angeles,470,5
1334310136765326003,Los Angeles,858,6
1334326434650560807,Hawaii,451,1
1334330437354264688,Nashville,7824,20
1334353259898496958,Los Angeles,3869,15
1334354154818940100,San Francisco,1338,3
13343657,San Francisco,4222,12
1334373809788933861,Hawaii,35,1
1334376475199028360,Hawaii,3769,8
1334380777191411961,Los Angeles,2808,8
1334381533273275139,Los Angeles,89,1
1334397257167409486,Los Angeles,3281,18
13344003,San Francisco,145,2
1334414507238436868,Los Angeles,2202,12
1334449327806642973,Los Angeles,3657,13
1334468258381733619,Los Angeles,2389,12
1334469725318036236,Los Angeles,2024,6
13344774,Los Angeles,12451,34
13345626,Hawaii,36667,94
13346431,Los Angeles,3657,16
1334797176263182817,Los Angeles,339,1
1334805487760707965,Hawaii,280,1
1334820836709534179,Los Angeles,10547,33
13348405,Los Angeles,14476,47
1334880095006518091,Hawaii,2572,4
1334885042830599916,Nashville,2451,12
1334902188128443882,Los Angeles,524,2
1334903983704374309,New York,83,1
1334912137429608405,Los Angeles,4075,13
1334917605954755345,Hawaii,2620,13
1334925013036632467,Nashville,463,4
1334925147872155811,Nashville,804,5
1334950027382895297,New York,41,1
1334953903796849051,Hawaii,118,1
1334960032167299275,San Francisco,226,2
1334989854017784275,Los Angeles,250,3
1334992388583179266,Hawaii,1285,5
1335035156683404279,Hawaii,3355,11
1335062041419810153,Nashville,9186,38
1335062847222848061,Hawaii,921,3
1335070387990293398,Hawaii,3147,9
1335085610656934564,Los Angeles,2438,13
1335113573762834014,Hawaii,362,2
1335131357570683601,Los Angeles,5247,25
1335133574698339479,Los Angeles,961,1
1335149854239348431,Nashville,4413,22
1335157379588895839,Nashville,8339,36
1335169829952500226,New York,120,1
1335209337290444367,Los Angeles,4280,22
1335233758378864599,Los Angeles,1540,3
1335251672786547527,Los Angeles,1546,10
1335270082314926507,Los Angeles,2168,8
1335296550034343536,Los Angeles,1136,3
1335329008436382993,Los Angeles,246,1
1335496824951228218,Nashville,4806,16
13355002,New York,104052,423
1335559811220484206,Hawaii,3632,7
1335561923101247044,Nashville,2804,18
1335600188923692264,Los Angeles,1321,3
1335604882313313167,Hawaii,6139,24
1335611772219060501,Los Angeles,192,1
1335643361658586386,Nashville,750,6
1335653756177148180,Nashville,2843,12
1335683752806117393,Hawaii,200,1
1335700302404730873,Hawaii,897,3
1335730896525276791,Los Angeles,90,1
1335737154520065296,Los Angeles,188,1
1335737489358177935,Los Angeles,1880,7
13357404,Los Angeles,8200,35
1335743086924329832,Los Angeles,96,1
1335744602841416911,Los Angeles,34,1
1335750888088314675,Los Angeles,31,1
1335750929020337692,Hawaii,377,1
1335751554910368525,Los Angeles,266,1
1335755470243864169,Los Angeles,125,1
1335755878855805734,Los Angeles,210,1
1335759002374999266,Los Angeles,1394,2
1335768401619511924,Los Angeles,354,1
1335771640985545162,Los Angeles,218,1
1335777223733077003,Hawaii,1893,8
1335782830188793552,Los Angeles,183,1
1335784772025505831,Los Angeles,6736,27
1335845679434265276,New York,310,2
1335864902694040314,Los Angeles,2494,15
1335877400526290297,Los Angeles,3481,20
1335899894735686654,New York,1151,3
1335917076455139014,Hawaii,6272,20
13359545,Los Angeles,49092,163
1335968847933845653,Los Angeles,2042,9
1335993231067642543,Los Angeles,3668,15
13360675,New York,9795,36
13361613,New York,26112,93
13362097,Los Angeles,106210,423
1336223,New York,11039,38
1336230,New York,14612,43
1336273899470232577,Los Angeles,118,1
1336311590993885769,Los Angeles,1635,5
1336326183172479785,Nashville,3371,18
1336327746530583438,New York,363,1
1336350506219823596,Los Angeles,468,2
1336355011706909121,Hawaii,833,1
1336370205390311213,Los Angeles,932,6
1336380215333117742,Nashville,755,7
1336382002028198262,Los Angeles,580,3
1336395328599790296,Hawaii,3058,9
1336396882058983205,Hawaii,2283,7
1336402308828867272,Hawaii,1291,5
1336425358430506496,New York,934,3
1336443272374665733,New York,892,2
1336443297400706928,Hawaii,1582,7
1336474450810227591,Los Angeles,10541,34
1336476236782552596,San Francisco,559,2
1336490615001657863,Hawaii,1223,3
1336492842547868297,San Francisco,78,1
1336499282534222458,Los Angeles,203,1
1336518195672885583,Los Angeles,30,1
13365463,Hawaii,58629,204
1336551508284460791,Nashville,3821,20
1336612197753730867,Los Angeles,508,2
1336622983360705156,Los Angeles,2083,9
1336640202912476276,Hawaii,3184,7
1336656755634709749,Hawaii,2616,15
1336662228754952261,Los Angeles,83,1
1336680223544659331,Hawaii,5275,22
1336680553541257787,Hawaii,1000,1
1336703779996870562,Los Angeles,486,2
1336703954129595167,Los Angeles,494,4
1336732844785743626,Los Angeles,1722,6
1336781104418739170,Los Angeles,1563,5
1336786109741625117,Los Angeles,696,1
1336786622934111392,Los Angeles,412,3
1336787098659635008,Los Angeles,155,2
1336834,Hawaii,146875,250
1336954203400730740,Los Angeles,3615,11
13369773,Hawaii,2392,10
1336995174841312014,Los Angeles,223,1
1336998,San Francisco,183400,507
1337012535973069194,Nashville,5087,24
1337017817654814035,Los Angeles,2115,10
1337019416486317499,Los Angeles,6383,26
1337030842696655705,Hawaii,999,1
1337035424092199862,Nashville,2965,16
1337037615622426256,Nashville,5780,23
1337061210151868192,Los Angeles,3891,16
1337065884506499523,New York,216,3
1337126065600797590,Hawaii,6947,21
1337136423001367854,Los Angeles,8422,38
1337141080841476055,Los Angeles,848,1
1337146803083326394,Hawaii,7277,25
1337153026052504021,Hawaii,4744,20
13371699,New York,42949,161
1337192819829793493,Los Angeles,172,1
1337220130920113069,Nashville,6902,28
1337230368330414269,San Francisco,7275,31
1337246407385058493,New York,528,2
1337259542585795364,Hawaii,3981,14
1337260147483414102,Hawaii,2414,11
1337263955278802732,Hawaii,7981,25
1337271198098242139,Los Angeles,1102,4
1337315513960481802,Los Angeles,197,1
1337325272882767301,Nashville,5712,30
1337335410592954098,Los Angeles,3701,22
1337336857903459920,Los Angeles,772,4
1337339132232182161,Hawaii,5519,25
1337353003872516874,Los Angeles,617,1
1337353167738873941,Los Angeles,70,1
1337353374085504464,Los Angeles,182,2
1337353546080590680,Los Angeles,475,4
1337353709759549946,Los Angeles,1004,7
1337354026179342027,Los Angeles,83,1
1337354269641137838,Los Angeles,499,3
1337354435871523970,Los Angeles,951,2
13373898,New York,22237,82
1337429435833747872,Los Angeles,4137,22
1337441342560388115,Los Angeles,803,2
1337441526425951776,Los Angeles,464,3
1337441718651555557,Los Angeles,651,3
1337441962670985099,Los Angeles,110,1
1337442146702632621,Los Angeles,825,3
1337442344734961423,Los Angeles,1705,4
1337442540496023409,Los Angeles,65,1
1337446984645965389,Hawaii,231,1
1337457497580957374,Hawaii,109,1
1337463083887734581,Hawaii,75,1
1337473692833498654,Hawaii,972,3
1337488604159819207,Los Angeles,3093,14
1337492648553397214,Los Angeles,113,1
1337492804967476328,Los Angeles,949,3
1337493945328865757,Los Angeles,103,2
13374996,Nashville,29997,164
13375642,New York,11884,50
13376166,Hawaii,17187,40
1337678233163238897,Los Angeles,1629,4
1337706978600604091,Los Angeles,892,5
1337709300561052237,Los Angeles,1937,15
1337733231405151486,Los Angeles,26369,177
13377441,Los Angeles,73712,257
1337775024393854366,Los Angeles,7099,32
1337778045948965223,Hawaii,2450,8
1337781475213601190,Los Angeles,1815,5
1337785433237081966,San Francisco,2286,6
1337799404305890167,Los Angeles,639,1
1337805745985045669,Hawaii,546,4
1337817364558985477,Los Angeles,3245,14
1337819206941539322,Los Angeles,1988,13
1337839641031628088,Hawaii,4674,19
1337846706080923614,Los Angeles,5887,26
1337846734172508599,Hawaii,2984,12
1337851246869708628,Los Angeles,669,3
1337861254023458660,Los Angeles,330,2
1337873406672086609,Hawaii,2478,8
1337878589917398865,Hawaii,992,4
1337906527547302430,Los Angeles,657,6
1337912015736795130,Los Angeles,2993,14
1337925489341478152,New York,4836,21
1337966455874320405,Hawaii,2606,12
13379709,Los Angeles,34956,155
1337971902656063005,Hawaii,2082,12
1338005708777283899,New York,3749,13
1338008611283113608,Los Angeles,3542,18
13380117,Nashville,26352,107
1338012400651748545,Los Angeles,2503,14
1338017521093556397,Hawaii,31,1
1338020318497202846,Los Angeles,815,1
1338031888435462608,New York,1957,7
1338038053463420090,Hawaii,2820,10
1338053899990317207,Hawaii,77,1
1338054550497343409,Hawaii,2498,4
1338079570945959954,Los Angeles,1515,6
1338085258308441805,Hawaii,3424,6
1338086527745423638,Hawaii,8858,19
1338089511241946420,Los Angeles,5184,16
1338116011654792008,Hawaii,176,1
1338210167202205538,Hawaii,3096,7
1338244275855303377,Los Angeles,9348,66
1338356132957130914,Nashville,1403,7
1338396814205818201,New York,3996,11
1338409041566146032,Los Angeles,478,1
1338440230265486280,New York,126,1
13384425,New York,8918,38
1338487632978559066,Los Angeles,286,3
1338487824678631501,New York,630,2
1338512612338546052,Los Angeles,2446,11
1338541844213313597,Los Angeles,362,2
1338549275873556792,Hawaii,3100,12
1338558193261436495,Los Angeles,2741,19
1338559137138561124,Hawaii,8153,17
1338562007596752960,Los Angeles,725,4
1338564742097200021,Los Angeles,6121,34
1338570863323747401,Hawaii,2623,14
1338570963985275052,Hawaii,1202,4
1338571688990284726,Los Angeles,3648,17
1338574770706460778,Los Angeles,1412,5
1338586308479876540,New York,90,1
1338590485284395332,Hawaii,2600,6
1338610081150040797,New York,648,3
1338626937294532404,New York,419,1
1338627731641931589,Los Angeles,77,1
1338642584310871436,Hawaii,7298,27
13386468,Hawaii,15749,53
1338654363642336513,Nashville,7413,28
1338671620888917668,New York,9951,48
1338693463588287127,Hawaii,2321,6
1338695942839140941,New York,594,1
1338708796215039259,Nashville,6349,26
1338735006067527406,San Francisco,2719,13
1338745935907067246,Los Angeles,594,3
1338763200921118331,Nashville,5996,29
1338808564176263164,Los Angeles,6209,26
1338817349752109414,Los Angeles,7452,50
13388210,New York,5013,26
13388342,Nashville,49418,269
1338838085593429407,Los Angeles,1452,10
1338839224099964782,Los Angeles,4444,21
13388649,New York,96610,304
1338871614083695107,Los Angeles,1430,5
1338874505324672240,Hawaii,381,2
1338876928773968292,Los Angeles,3574,28
1338973227398705000,Hawaii,217,2
1339014431992849182,Los Angeles,127,1
1339155219949700313,Hawaii,3223,14
1339158989379512676,Los Angeles,1507,7
1339181542054123323,Hawaii,1490,10
1339181854607087478,New York,1694,3
1339185326253628655,New York,20335,70
1339203501339532384,Los Angeles,2973,14
1339206615291604603,Los Angeles,3614,14
1339217935428317075,Nashville,6017,28
13392283,Hawaii,9202,37
1339248186143016019,Nashville,854,2
1339249685723147881,Hawaii,455,4
1339275456995137925,San Francisco,496,3
1339279732333583515,New York,1160,2
1339280976412256516,New York,813,2
13392858,New York,6721,21
1339292457538631621,Los Angeles,758,3
1339293324660659646,Hawaii,433,1
1339297412914777250,Los Angeles,1107,3
13393054,Hawaii,11108,45
1339318018502804111,Los Angeles,1448,4
13393212,Hawaii,9204,30
1339324272332822861,Los Angeles,319,1
1339329559331279873,Hawaii,124,1
13393304,Los Angeles,2102,11
1339341558356355257,Los Angeles,123,1
1339353131159196471,Hawaii,1300,2
13393722,Hawaii,18842,54
1339378119984944224,Los Angeles,347,3
1339413545125795810,New York,1691,2
1339450201663476807,San Francisco,1757,7
1339450411360830584,Hawaii,953,1
13394529,Los Angeles,102,1
1339454676212903487,San Francisco,104,1
1339471770739754054,Hawaii,83,1
1339483999469678479,Hawaii,2490,8
13395033,Los Angeles,721,3
1339538758251014868,Los Angeles,136,1
1339547176738335713,Los Angeles,804,5
13395674,Los Angeles,4981,23
1339609119039770218,Los Angeles,191,1
1339623721758501864,Los Angeles,3163,14
1339634785743083997,Los Angeles,151,2
1339641759623354548,Los Angeles,2327,7
13396728,Hawaii,38041,169
1339761873623121185,Hawaii,875,1
1339767505001417879,Nashville,76,1
1339825904321858647,Los Angeles,2330,10
13398340,New York,114297,370
13398348,New York,39329,134
13398879,Los Angeles,4804,16
1339893313321074921,Hawaii,1715,3
1339931896681865926,Nashville,7100,36
13399434,Hawaii,71004,236
1339947961276773902,Los Angeles,5573,18
1339958,Hawaii,8803,24
1339959741598278095,Los Angeles,562,2
1339976,Hawaii,15521,48
1340005327486324249,New York,159,1
1340011229612782091,Hawaii,88,1
1340016409965224163,Nashville,58,1
1340017471103032268,Los Angeles,1472,7
1340017945723445438,Los Angeles,231,3
1340018233766839453,Los Angeles,5807,24
1340022846338469441,Los Angeles,36432,169
1340036295642968355,Los Angeles,211,2
1340049720637871591,Los Angeles,8863,34
1340067614659403906,Nashville,10817,37
1340100288752761736,Los Angeles,1060,2
1340118307941989246,Hawaii,3873,22
1340144791645980771,Hawaii,210,1
1340156732777812142,Los Angeles,6333,29
13401572,Hawaii,99918,275
1340159642121586678,Los Angeles,1047,7
1340203033715654881,Los Angeles,299,5
1340204099961614255,Los Angeles,127,1
1340205979521162504,Los Angeles,832,2
1340300213367170773,Los Angeles,514,1
1340313,Hawaii,85353,187
1340325674709263730,Los Angeles,82,1
1340331991340936583,Los Angeles,523,2
1340350130318266064,Los Angeles,2515,13
1340542116785072593,New York,4277,7
1340548410266800192,Hawaii,232,2
1340563513768715346,New York,2771,8
1340570452479397539,New York,846,1
1340575060265459473,Los Angeles,3996,25
1340585758639809559,Nashville,7988,27
1340586141040672831,Los Angeles,10050,39
1340586896940866741,Nashville,1193,8
1340599031084655705,Nashville,3770,19
1340603206714628842,New York,474,2
1340608698122806080,Los Angeles,10262,38
1340614532764572980,Hawaii,2395,9
1340670999898982700,Los Angeles,1058,4
1340687975581942960,Los Angeles,491,3
1340688091649512873,Los Angeles,3756,14
1340688241901591295,Los Angeles,4579,10
1340688348123125104,Los Angeles,869,5
1340700101182004397,Los Angeles,342,1
1340711306155280773,Los Angeles,172,2
1340742311045143163,Hawaii,2093,11
1340751524698186550,Hawaii,1657,9
1340757539687887816,Hawaii,1548,10
1340759416939602429,Los Angeles,335,2
1340771778410574875,Hawaii,2646,12
1340799,Hawaii,9252,31
1340801143938806950,Hawaii,1411,5
1340808170540358023,Los Angeles,5541,27
1340816761690533452,San Francisco,496,2
1340819618491974805,Los Angeles,6095,22
13408222,New York,36845,103
1340832540194467589,Hawaii,535,1
1340847793623818318,Hawaii,1367,3
1340849676760893598,Hawaii,162,1
1340849928400772864,Los Angeles,2460,5
1340886570136571109,Hawaii,774,5
1340889579013882274,Hawaii,5782,20
1340901839397233102,Nashville,5998,27
1340915346906673777,Los Angeles,631,3
1340934215903377888,Nashville,6411,20
1340948347362954998,Hawaii,442,5
1340956636094055585,Hawaii,1193,6
1340959822484832660,Los Angeles,2338,12
1340962519511272680,San Francisco,163,1
1340964814754177450,Hawaii,237,2
1340969829274336278,Hawaii,1039,3
1340983473003826815,Los Angeles,178,1
1340995443027704162,Hawaii,204,1
1341009661396407459,Hawaii,1284,3
1341021668154728601,Los Angeles,219,4
1341036347611195662,Hawaii,349,1
1341078376294931312,Los Angeles,2168,9
1341130310571738876,Los Angeles,3654,18
1341176586910717357,Los Angeles,491,1
1341203049050359740,Los Angeles,400,1
1341240224277057893,New York,5526,16
1341274898112809403,Nashville,4156,9
1341275350599266484,New York,2358,17
1341279233251988984,New York,1491,3
1341301615407586697,New York,56,1
1341308507317124709,Hawaii,157,1
1341314952291149898,New York,1623,4
1341318668048407355,New York,2803,20
1341324243739754476,Hawaii,851,1
1341326116264924625,New York,4076,29
1341330592318121180,Hawaii,1091,2
1341332086198903301,Nashville,2254,11
1341345120511119171,Hawaii,161,1
1341347233129637795,Hawaii,1318,3
1341349337108909327,Los Angeles,46,1
1341349379907901365,Hawaii,1074,3
1341351640626253402,Los Angeles,4222,28
1341367146177286819,Hawaii,257,2
1341370426864034365,Nashville,5295,19
1341378505938580247,Hawaii,2871,6
13413839,Los Angeles,10071,30
1341390439967085775,Nashville,4639,12
1341418425198257606,Los Angeles,327,2
1341424120796552701,Los Angeles,744,1
1341432355669963628,Nashville,6303,21
1341441985703046889,San Francisco,3475,18
1341443100146766187,New York,465,1
1341457288241308025,Hawaii,109,2
1341463794009348943,New York,1063,2
1341465215761938628,New York,431,1
1341468650097685938,Los Angeles,2293,3
13414776,Hawaii,66963,264
1341496865543677252,Los Angeles,1143,5
1341499795540330779,Los Angeles,206,2
1341501261909596337,Los Angeles,2257,6
13415064,Hawaii,27267,76
1341516236660404591,Hawaii,1754,8
1341518522945839800,Nashville,5206,22
1341524286027868968,Los Angeles,91,1
1341531318488100198,Hawaii,654,1
1341539816207467739,New York,732,1
1341545269006126910,Hawaii,615,2
1341578217816374915,Los Angeles,230,2
1341578773501306210,Nashville,8117,40
1341592348851967081,Los Angeles,1038,5
1341601077160626475,Los Angeles,33,1
1341613438810286243,San Francisco,114,1
13416186,Los Angeles,17173,39
1341622720325473828,San Francisco,1713,5
1341622992233746486,Los Angeles,7280,19
1341626315537112400,Los Angeles,1281,6
1341638538751656573,San Francisco,369,1
1341658664678893275,Los Angeles,2703,13
13416598,Los Angeles,160477,646
1341669472160008013,Hawaii,812,1
1341695104588198480,Nashville,11543,33
13417071,New York,15683,33
1341735289642248227,Los Angeles,254,1
1341735584485137753,Los Angeles,371,3
1341744040021254363,Los Angeles,1685,10
13418404,Los Angeles,33122,143
13419281,Hawaii,154156,485
1342032041981499895,Los Angeles,1242,2
1342038349846774449,New York,13003,34
1342072497041008263,San Francisco,398,1
1342130645873014446,Hawaii,4515,18
1342149795219086181,Los Angeles,81,1
1342171374926101056,Los Angeles,8618,35
1342211264747825756,Los Angeles,4546,19
1342212540742267736,Los Angeles,4744,27
1342213431327218656,Los Angeles,1973,14
1342231536676224120,Los Angeles,486,1
1342248578035456703,Hawaii,1115,3
1342253297913263279,Los Angeles,6659,19
1342259193105846717,Hawaii,903,1
1342265141659720675,Los Angeles,1544,5
13422992,New York,8603,38
1342349212644344481,Los Angeles,2228,9
1342385239502992497,Hawaii,1438,7
1342386587715269485,Los Angeles,3306,8
1342387179387464147,Los Angeles,2422,16
1342396322756359870,Los Angeles,463,2
13424027,New York,1955,6
1342429225026998717,Los Angeles,450,3
1342443,New York,691,4
13426615,New York,27491,82
1342744064634317878,Nashville,3972,27
1342785907938372771,Los Angeles,2511,13
1342795145030811740,Los Angeles,5474,19
1342888917709872572,Los Angeles,2468,11
1342890172701378798,Hawaii,564,1
1342894494001652578,San Francisco,1216,2
1342901984221209937,Nashville,8489,39
1342917946819937680,Los Angeles,8187,31
1342919743584580564,Los Angeles,4618,30
1342922972200460874,Los Angeles,429,1
1342923434175145721,Los Angeles,1448,2
1342928013116113413,Los Angeles,4956,21
1342950479730825777,Los Angeles,1994,2
1342970393570565280,Los Angeles,3817,16
1342978736174571944,Los Angeles,688,6
1342979136327608718,Hawaii,1887,3
1342989173853837283,Los Angeles,2541,16
1343025765365694983,Los Angeles,5501,24
1343029212800844123,Los Angeles,2182,6
1343050079331407140,Hawaii,995,1
1343054515318617309,Los Angeles,8200,41
1343067513628898270,New York,3198,13
13430730,San Francisco,13920,43
1343086144920768325,Los Angeles,8730,36
1343112091421450543,Los Angeles,965,4
1343112785372087284,San Francisco,60,1
1343153430011774375,Los Angeles,58,1
1343158112928039479,Hawaii,555,3
1343161055398009159,Los Angeles,2414,18
1343164260617031130,Los Angeles,4095,12
1343168401334249236,Hawaii,3860,16
1343172050927760733,Los Angeles,2941,10
1343228013799702292,Los Angeles,3505,12
1343231698873696871,Los Angeles,4115,11
1343233454187556272,Los Angeles,2782,9
1343244748884303826,New York,110,1
13432496,Los Angeles,37701,166
13433282,Hawaii,51431,145
13433817,Los Angeles,11353,31
13433871,Los Angeles,58733,229
1343440696309404963,New York,2188,6
1343456689221296345,New York,1304,6
1343474517046541392,New York,3926,15
1343478982083548110,Los Angeles,1896,8
1343480052645158406,Nashville,2352,8
13434856,Los Angeles,12361,52
1343485681332345875,New York,4020,14
1343491166873752909,New York,1054,3
1343501820475130457,New York,542,3
1343511084985918947,Hawaii,1476,5
1343515974592030428,Hawaii,661,5
1343518728743245102,Nashville,1224,4
1343528599594249660,Los Angeles,824,3
1343529592630209163,Los Angeles,4209,13
1343534673527373835,Los Angeles,4021,13
1343549997789797908,San Francisco,1980,4
1343553000854151147,Nashville,1104,5
1343570730829767302,New York,233,1
1343580218661220915,New York,5424,25
1343583841407008783,Nashville,8196,39
1343589307181507328,New York,2674,14
1343590182807190195,Los Angeles,6542,28
1343594351386471850,Hawaii,1606,3
1343597141487252170,San Francisco,1789,2
1343606398415769680,Hawaii,590,2
1343608312965019888,New York,390,1
1343624521509623666,Los Angeles,6384,15
13436258,New York,63105,205
1343634692931558208,Nashville,6803,35
13436530,Los Angeles,43697,150
1343657676697754260,Nashville,7749,37
1343668359045430759,Hawaii,162,1
1343675376905078467,Los Angeles,75,1
1343687195737159921,Nashville,396,2
13436885,Hawaii,126025,358
1343692338627664597,Hawaii,838,2
1343694555595881403,Los Angeles,3735,8
1343697436669843661,Nashville,6851,25
1343698967393585752,Los Angeles,55,1
1343703193088345498,Hawaii,4783,15
1343720443945450061,Los Angeles,5450,27
1343722388133557611,Hawaii,3253,10
1343729,Los Angeles,4855,21
1343754904822570040,Hawaii,6164,29
1343756668360497878,San Francisco,2903,12
1343768792515529860,Los Angeles,3312,20
1343775456792586140,Nashville,3843,16
1343778130627112825,Nashville,3492,12
1343781219829738666,Nashville,4172,19
1343781390232300318,San Francisco,2195,8
1343789210824541700,Los Angeles,3136,11
1343814926716851544,New York,4654,12
1343862399454908530,Los Angeles,2189,12
1343879549705340876,San Francisco,17664,43
1343880365411255831,Los Angeles,2065,12
1343905892235167857,Los Angeles,1444,7
1343928001438341103,Los Angeles,2223,12
1343943713460370131,Los Angeles,2371,9
1343972029412737662,Hawaii,3301,9
1344032691167375694,Los Angeles,34,1
1344203989320440460,New York,6386,31
1344217627976902383,Nashville,1947,3
1344227810799402282,Los Angeles,8821,45
1344243,San Francisco,54196,166
1344255506659053204,Los Angeles,589,4
1344256691721530568,Hawaii,5206,14
1344275222687074248,Los Angeles,5510,33
